web-scraper-order,web-scraper-start-url,link_toko,link_toko-href,nama_toko,Jml_produk,chat,follower,rating_toko,bergabung,alamat_toko,link_produk,link_produk-href,nama_produk,promo_produk,terjual,gratis_ongkir,favorit
1669356774-152,https://shopee.co.id/mall/brands/11042849,suicide_anthem,https://shopee.co.id/suicide_anthem,SUICIDE ANTHEM Official Shop,131,97% (Hitungan Jam),"16,2RB","4.8 (3,6RB Penilaian)",5 Tahun Lalu,,"SUICIDE ANTHEM Longsleeve Engry Oranges (FSR-1488)Diskon Rp7,5RBPilih 2, bayar Rp150.000Rp155.00063",https://shopee.co.id/SUICIDE-ANTHEM-Longsleeve-Engry-Oranges-(FSR-1488)-i.70043979.2392606719?sp_atk=46174ffa-5171-48d6-8328-b72144663774&xptdk=46174ffa-5171-48d6-8328-b72144663774,SUICIDE ANTHEM Longsleeve Engry Oranges (FSR-1488),"Diskon Rp7,5RB",63,,Favorit (148)
1669356775-153,https://shopee.co.id/mall/brands/11042849,sucksmecompany,https://shopee.co.id/sucksmecompany,Sucksme Official Shop,239,65% (Hitungan Jam),4RB,4.6 (598 Penilaian),28 Bulan Lalu,,Sucksme Crewneck Original - Broken WhiteDiskon Rp10RBRp165.000Rp284.500263,https://shopee.co.id/Sucksme-Crewneck-Original-Broken-White-i.287573108.4867463499?sp_atk=f8a2e36e-5d9e-4a26-a4d3-615e6b292123&xptdk=f8a2e36e-5d9e-4a26-a4d3-615e6b292123,Sucksme Crewneck Original - Broken White,Diskon Rp10RB,263, min. belanja Rp20.000,Favorit (115)
1669356776-154,https://shopee.co.id/mall/brands/11042849,stwoz,https://shopee.co.id/stwoz,Stwoz Official Shop,46,100% (Hitungan Menit),"12,8RB","4.7 (10,8RB Penilaian)",4 Tahun Lalu,,"Stwoz Sweater Hoodie Zipper Polos Original free Gantungan kunciRp84.000 - Rp120.0006,2RB",https://shopee.co.id/Stwoz-Sweater-Hoodie-Zipper-Polos-Original-free-Gantungan-kunci-i.91269285.1997841355?sp_atk=0d21281d-87de-4d82-9c35-cc0f5fa9a3ce&xptdk=0d21281d-87de-4d82-9c35-cc0f5fa9a3ce,Stwoz Sweater Hoodie Zipper Polos Original free Gantungan kunci,,"6,2RB",,"Favorit (3,8RB)"
1669356776-155,https://shopee.co.id/mall/brands/11042849,straightface,https://shopee.co.id/straightface,Straightface Menswear Official Shop,53,93% (Hitungan Jam),18RB,"4.8 (5,6RB Penilaian)",5 Tahun Lalu,,"Straightface Menswear Chino Pants Black SlimfitDiskon Rp7,5RBRp193.000Rp369.0251,4RB",https://shopee.co.id/Straightface-Menswear-Chino-Pants-Black-Slimfit-i.47734515.992869280?sp_atk=1f7997ac-b351-46df-8ad9-e4a334a2680d&xptdk=1f7997ac-b351-46df-8ad9-e4a334a2680d,Straightface Menswear Chino Pants Black Slimfit,"Diskon Rp7,5RB","1,4RB", min. belanja Rp20.000,Favorit (909)
1669356777-156,https://shopee.co.id/mall/brands/11042849,steigen.id,https://shopee.co.id/steigen.id,Steigen.co Official Shop,355,95% (Hitungan Jam),"112,8RB","4.8 (45,6RB Penilaian)",4 Tahun Lalu,,"Steigen Bomber Oslo sueding caramelDiskon Rp11RBMurah LebayRp240.0002,5RB",https://shopee.co.id/Steigen-Bomber-Oslo-sueding-caramel-i.72269411.3639889631?sp_atk=9d55ccb0-ca9b-4bfd-ae3e-458a72653794&xptdk=9d55ccb0-ca9b-4bfd-ae3e-458a72653794,Steigen Bomber Oslo sueding caramel,Diskon Rp11RB,"2,5RB", min. belanja Rp300.000,"Favorit (3,7RB)"
1669356778-157,https://shopee.co.id/mall/brands/11042849,steadyandslow,https://shopee.co.id/steadyandslow,Steady & Slow Official Shop,100,100% (Hitungan Jam),13RB,"4.8 (5,2RB Penilaian)",5 Tahun Lalu,,"Steady&Slow - Kurt Black Stripe - Cotton Combed 30SRp219.000Rp105.0004,6RB",https://shopee.co.id/Steady-Slow-Kurt-Black-Stripe-Cotton-Combed-30S-i.35244284.4843555879?sp_atk=ea0132b3-5666-440e-942e-a16323846506&xptdk=ea0132b3-5666-440e-942e-a16323846506,Steady&Slow - Kurt Black Stripe - Cotton Combed 30S,,"4,6RB", min. belanja Rp20.000,"Favorit (6,7RB)"
1669356779-158,https://shopee.co.id/mall/brands/11042849,stargazers.studio,https://shopee.co.id/stargazers.studio,Stargazers Official Shop,222,96% (Hitungan Jam),"56,1RB","4.8 (13,4RB Penilaian)",4 Tahun Lalu,,"Stargazers 30s Tshirt Hand of Philosopher BlackDiskon Rp5RBPilih 2, bayar Rp169.000Rp180.000732",https://shopee.co.id/Stargazers-30s-Tshirt-Hand-of-Philosopher-Black-i.84754894.8770231889?sp_atk=26079a11-30a0-4842-b548-231afd59006b&xptdk=26079a11-30a0-4842-b548-231afd59006b,Stargazers 30s Tshirt Hand of Philosopher Black,Diskon Rp5RB,732,,Favorit (698)
1669356779-159,https://shopee.co.id/mall/brands/11042849,starcross_clothing,https://shopee.co.id/starcross_clothing,Starcross Official Shop,"2,2RB",96% (Hitungan Jam),"216,3RB","4.8 (97,6RB Penilaian)",5 Tahun Lalu,,"STARCROSS Kaos Pria - RAINBOW FONT 2 - BlackRp178.0001,3RB",https://shopee.co.id/STARCROSS-Kaos-Pria-RAINBOW-FONT-2-Black-i.27198500.8522272542?sp_atk=27bba9b0-1474-43ca-9636-dee4557f174c&xptdk=27bba9b0-1474-43ca-9636-dee4557f174c,STARCROSS Kaos Pria - RAINBOW FONT 2 - Black,,"1,3RB",,Favorit (837)
1669356780-160,https://shopee.co.id/mall/brands/11042849,ssmy.indonesia,https://shopee.co.id/ssmy.indonesia,SSMY Official Shop,60,99% (Hitungan Jam),"4,6RB",4.7 (939 Penilaian),6 Bulan Lalu,,SSMY T-SHIRT ZOOM OVERSIZE STYLE KOREA 2022 NEW PRIA DAN WANITA LENGAN PENDEK FOREIGNERDiskon Rp10RBRp169.000300,https://shopee.co.id/SSMY-T-SHIRT-ZOOM-OVERSIZE-STYLE-KOREA-2022-NEW-PRIA-DAN-WANITA-LENGAN-PENDEK-FOREIGNER-i.790007878.13095140872?sp_atk=25cf2f0f-73b0-44c7-b6c9-29c4375261c2&xptdk=25cf2f0f-73b0-44c7-b6c9-29c4375261c2,SSMY T-SHIRT ZOOM OVERSIZE STYLE KOREA 2022 NEW PRIA DAN WANITA LENGAN PENDEK FOREIGNER,Diskon Rp10RB,300, min. belanja Rp20.000,Favorit (540)
1669356781-161,https://shopee.co.id/mall/brands/11042849,srseven7_official,https://shopee.co.id/srseven7_official,SRSEVEN7 Official Shop,12,62% (Hitungan Jam),61,4.8 (24 Penilaian),11 Bulan Lalu,,"SRSEVEN7 Celana Chino Panjang Pria Big SizeDiskon Rp5RBPilih 2, bayar Rp195.000Rp200.000Rp65.00027",https://shopee.co.id/SRSEVEN7-Celana-Chino-Panjang-Pria-Big-Size-i.628042310.14393895856?sp_atk=f13ceada-359b-47e1-92c8-7f3511dde4b0&xptdk=f13ceada-359b-47e1-92c8-7f3511dde4b0,SRSEVEN7 Celana Chino Panjang Pria Big Size,Diskon Rp5RB,27,,Favorit (13)
1669356781-162,https://shopee.co.id/mall/brands/11042849,sportsstationofficialshop,https://shopee.co.id/sportsstationofficialshop,Sports Station Official Shop,"7,7RB",85% (Hitungan Jam),"1,2JT","4.9 (331,8RB Penilaian)",33 Bulan Lalu,,"Converse Chuck Taylor All Star Original Unisex Sneakers Shoes - BlackCashback 8%Pilih 2, diskon 20%Rp759.0002RB",https://shopee.co.id/Converse-Chuck-Taylor-All-Star-Original-Unisex-Sneakers-Shoes-Black-i.234490784.6327773089?sp_atk=c8129e2f-bde3-46ff-8196-8a86591e4231&xptdk=c8129e2f-bde3-46ff-8196-8a86591e4231,Converse Chuck Taylor All Star Original Unisex Sneakers Shoes - Black,Cashback 8%,2RB,,"Favorit (11,1RB)"
1669356782-163,https://shopee.co.id/mall/brands/11042849,spasmodicstore,https://shopee.co.id/spasmodicstore,Spasmodic Official Shop,195,78% (Hitungan Jam),"35,1RB","4.6 (15,3RB Penilaian)",3 Tahun Lalu,,"Spasmodic Crewneck Black KeepRp93.500 - Rp96.2003,2RB",https://shopee.co.id/Spasmodic-Crewneck-Black-Keep-i.181335942.2881412316?sp_atk=20d5d94c-6c0e-4f94-8f60-77287da7165e&xptdk=20d5d94c-6c0e-4f94-8f60-77287da7165e,Spasmodic Crewneck Black Keep,,"3,2RB",,"Favorit (2,8RB)"
1669356783-164,https://shopee.co.id/mall/brands/11042849,soybeenbrands,https://shopee.co.id/soybeenbrands,Soybeen Brands Official Shop,58,42% (Hitungan Menit),713,5.0 (27 Penilaian),3 Tahun Lalu,,SOYBEEN BRANDS Hoddie butterflyRp200.0002,https://shopee.co.id/SOYBEEN-BRANDS-Hoddie-butterfly-i.153039429.11401345795?sp_atk=a76ed2a4-fa38-44f3-95dd-ec288177d0dd&xptdk=a76ed2a4-fa38-44f3-95dd-ec288177d0dd,SOYBEEN BRANDS Hoddie butterfly,,2, min. belanja Rp20.000,Favorit (1)
1669356783-165,https://shopee.co.id/mall/brands/11042849,soulfifteen.official,https://shopee.co.id/soulfifteen.official,Soulfifteen Official Shop,315,76% (Hitungan Jam),"190,1RB","4.8 (72,2RB Penilaian)",31 Bulan Lalu,,"Soulfifteen Footwear Sandal Twopipe - Black WhiteDiskon Rp5RBRp90.000 - Rp151.0502,7RB",https://shopee.co.id/Soulfifteen-Footwear-Sandal-Twopipe-Black-White-i.250709169.11427855504?sp_atk=e2689333-8163-475c-873d-2f02bcf93020&xptdk=e2689333-8163-475c-873d-2f02bcf93020,Soulfifteen Footwear Sandal Twopipe - Black White,Diskon Rp5RB,"2,7RB",,"Favorit (6,4RB)"
1669356784-166,https://shopee.co.id/mall/brands/11042849,someone.official,https://shopee.co.id/someone.official,Someone Official Shop,359,94% (Hitungan Jam),28RB,"4.8 (25,8RB Penilaian)",4 Tahun Lalu,,Someone T Shirt Glow In The Dark Black 012D CatRp68.985 - Rp70.47210RB+,https://shopee.co.id/Someone-T-Shirt-Glow-In-The-Dark-Black-012D-Cat-i.82550139.2375249819?sp_atk=c4d634ec-0509-473f-8c60-f772fb86195e&xptdk=c4d634ec-0509-473f-8c60-f772fb86195e,Someone T Shirt Glow In The Dark Black 012D Cat,,10RB+, min. belanja Rp20.000,"Favorit (15,8RB)"
1669356785-167,https://shopee.co.id/mall/brands/11042849,smooth.basic,https://shopee.co.id/smooth.basic,Smooth Basic Official Shop,215,100% (Hitungan Jam),"51,6RB","4.9 (36,4RB Penilaian)",20 Bulan Lalu,,"SMOOTH BASIC Oversize The Finest Series - BlackRp180.0003,3RB",https://shopee.co.id/SMOOTH-BASIC-Oversize-The-Finest-Series-Black-i.414894640.10231308537?sp_atk=11be7407-ebb6-4c74-9101-9c60d72cb3ae&xptdk=11be7407-ebb6-4c74-9101-9c60d72cb3ae,SMOOTH BASIC Oversize The Finest Series - Black,,"3,3RB",,"Favorit (2,4RB)"
1669356785-168,https://shopee.co.id/mall/brands/11042849,smith_berlin,https://shopee.co.id/smith_berlin,Smith Berlin Official Shop,71,98% (Hitungan Jam),"83,2RB","4.8 (23,8RB Penilaian)",5 Tahun Lalu,,"Smith Berlin Jaket Bomber Pria Origin SeriesCashback 50%Rp228.000 - Rp500.0003,1RB",https://shopee.co.id/Smith-Berlin-Jaket-Bomber-Pria-Origin-Series-i.29664716.5549393992?sp_atk=a4df1e4c-164f-4b1c-a76e-2785df62a1c7&xptdk=a4df1e4c-164f-4b1c-a76e-2785df62a1c7,Smith Berlin Jaket Bomber Pria Origin Series,Cashback 50%,"3,1RB", min. belanja Rp20.000,"Favorit (3,3RB)"
1669356786-169,https://shopee.co.id/mall/brands/11042849,sleazy.id,https://shopee.co.id/sleazy.id,Sleazy Official Shop,36,7%,"1,3RB",4.9 (415 Penilaian),13 Bulan Lalu,,Sleazy Dog Black HoodieRp235.000Rp187.210129,https://shopee.co.id/Sleazy-Dog-Black-Hoodie-i.579325641.13541606862?sp_atk=a5a625b3-45f4-42a3-ba75-416a5bf851c7&xptdk=a5a625b3-45f4-42a3-ba75-416a5bf851c7,Sleazy Dog Black Hoodie,,129,,Favorit (86)
1669356786-170,https://shopee.co.id/mall/brands/11042849,skymoapparelofficial,https://shopee.co.id/skymoapparelofficial,Skymo Official Shop,694,74% (Hitungan Jam),"189,6RB","4.8 (46,6RB Penilaian)",4 Tahun Lalu,,"Skymo Apparel Tshirt Aerox WhiteDiskon Rp10RBPilih 3, bayar Rp250.000Rp90.053 - Rp91.6563,3RB",https://shopee.co.id/Skymo-Apparel-Tshirt-Aerox-White-i.83381734.8052580217?sp_atk=4917206d-8a06-4b96-9f04-cd9676dd3836&xptdk=4917206d-8a06-4b96-9f04-cd9676dd3836,Skymo Apparel Tshirt Aerox White,Diskon Rp10RB,"3,3RB",,Favorit (6RB)
1669356787-171,https://shopee.co.id/mall/brands/11042849,skylar.inc,https://shopee.co.id/skylar.inc,Skylar Official Shop,90,50% (Hitungan Jam),287,4.8 (1RB Penilaian),3 Tahun Lalu,,Skylar Sk-24Rp100.000Rp177.60017,https://shopee.co.id/Skylar-Sk-24-i.152460446.18434340011?sp_atk=3db3cb44-2d27-4502-846c-6dc123d59177&xptdk=3db3cb44-2d27-4502-846c-6dc123d59177,Skylar Sk-24,,17,,
1669356788-172,https://shopee.co.id/mall/brands/11042849,skillmonkyofficialshop,https://shopee.co.id/skillmonkyofficialshop,Skill Monky Official Shop,47,57% (Hitungan Jam),"2,7RB",4.9 (152 Penilaian),34 Bulan Lalu,,17,https://shopee.co.id/Skill-Monky-Card-Black-T-shirt-(Unisex)-i.222784743.7415989758?sp_atk=57a4985f-98fd-4c0b-a5b4-2fba0a34095f&xptdk=57a4985f-98fd-4c0b-a5b4-2fba0a34095f,,,17, min. belanja Rp20.000,Favorit (15)
1669356788-173,https://shopee.co.id/mall/brands/11042849,skellyofficial,https://shopee.co.id/skellyofficial,Skelly Official Shop,300,78% (Hitungan Jam),"19,9RB","4.9 (5,7RB Penilaian)",5 Tahun Lalu,,SKELLY Jaket Hoodie Pria Wanita Logo Hooded Zip AbuDiskon Rp50RBRp549.000Rp98.000142,https://shopee.co.id/SKELLY-Jaket-Hoodie-Pria-Wanita-Logo-Hooded-Zip-Abu-i.63957750.6604532404?sp_atk=ee5cfa4e-bd10-4672-b25e-c159380225da&xptdk=ee5cfa4e-bd10-4672-b25e-c159380225da,SKELLY Jaket Hoodie Pria Wanita Logo Hooded Zip Abu,Diskon Rp50RB,142, min. belanja Rp30.000,Favorit (353)
1669356789-174,https://shopee.co.id/mall/brands/11042849,skaters.official,https://shopee.co.id/skaters.official,Skaters Official Shop,"1,2RB",95% (Hitungan Jam),"128,4RB","4.8 (38,4RB Penilaian)",5 Tahun Lalu,,Skaters Jacket Parka TK032 Black UE054(XXL)Diskon Rp5RBRp225.000 - Rp240.000504,https://shopee.co.id/Skaters-Jacket-Parka-TK032-Black-UE054(XXL)-i.34532428.4072366147?sp_atk=d7474c2b-2084-48f1-92c7-56d12bdcdd6c&xptdk=d7474c2b-2084-48f1-92c7-56d12bdcdd6c,Skaters Jacket Parka TK032 Black UE054(XXL),Diskon Rp5RB,504, min. belanja Rp20.000,Favorit (1RB)
1669356789-175,https://shopee.co.id/mall/brands/11042849,sipolos,https://shopee.co.id/sipolos,Sipolos Official,152,86% (Hitungan Jam),"215,3RB","4.8 (174,4RB Penilaian)",6 Tahun Lalu,,Sipolos Kaos Polos Pria Wanita Lengan Pendek Cotton Twotone Regular FitRp37.905 - Rp49.000Rp89.00010RB+,https://shopee.co.id/Sipolos-Kaos-Polos-Pria-Wanita-Lengan-Pendek-Cotton-Twotone-Regular-Fit-i.22975367.362062448?sp_atk=ff43531f-afb2-4033-b1b6-7d34e7885891&xptdk=ff43531f-afb2-4033-b1b6-7d34e7885891,Sipolos Kaos Polos Pria Wanita Lengan Pendek Cotton Twotone Regular Fit,,10RB+, min. belanja Rp20.000,"Favorit (94,1RB)"
1669356790-176,https://shopee.co.id/mall/brands/11042849,simple.perfect,https://shopee.co.id/simple.perfect,Simple Perfect Official Shop,281,100% (Hitungan Jam),"52,2RB","4.9 (27,1RB Penilaian)",5 Tahun Lalu,,"Casella Baju Koko Pria Lengan Panjang Exclusive Premium | Baju Koko Putih Lengan PanjangDiskon Rp30RBRp177.550 - Rp179.9507,4RB",https://shopee.co.id/Casella-Baju-Koko-Pria-Lengan-Panjang-Exclusive-Premium-Baju-Koko-Putih-Lengan-Panjang-i.38555871.4917007087?sp_atk=513d6c57-e593-4ff1-bd52-6511f621e56f&xptdk=513d6c57-e593-4ff1-bd52-6511f621e56f,Casella Baju Koko Pria Lengan Panjang Exclusive Premium | Baju Koko Putih Lengan Panjang,Diskon Rp30RB,"7,4RB", min. belanja Rp300.000,"Favorit (4,6RB)"
1669356791-177,https://shopee.co.id/mall/brands/11042849,sigabstore,https://shopee.co.id/sigabstore,Sigab Official Shop,218,96% (Hitungan Menit),"17,2RB","4.6 (1,6RB Penilaian)",5 Tahun Lalu,,"Sigab Store Kemeja Pria Shanghai Polos Pendek Hitam 1510SDiskon Rp5RBPilih 2, diskon Rp5.000Rp359.000Rp106.8001,3RB",https://shopee.co.id/Sigab-Store-Kemeja-Pria-Shanghai-Polos-Pendek-Hitam-1510S-i.62158261.11817735183?sp_atk=1242b5f8-5f51-4801-a0e6-f94c3a129621&xptdk=1242b5f8-5f51-4801-a0e6-f94c3a129621,Sigab Store Kemeja Pria Shanghai Polos Pendek Hitam 1510S,Diskon Rp5RB,"1,3RB",,Favorit (223)
1669356791-178,https://shopee.co.id/mall/brands/11042849,sidewaysofficial,https://shopee.co.id/sidewaysofficial,sideways official shop,73,89% (Hitungan Jam),"2,7RB",4.9 (298 Penilaian),32 Bulan Lalu,,Sideways Haiku TotebagRp179.000124,https://shopee.co.id/Sideways-Haiku-Totebag-i.236401502.10347460159?sp_atk=5b177f6c-295f-4c80-bf8f-0354ec42a675&xptdk=5b177f6c-295f-4c80-bf8f-0354ec42a675,Sideways Haiku Totebag,,124,,"Favorit (2,3RB)"
1669356792-179,https://shopee.co.id/mall/brands/11042849,shiningbrightofficial,https://shopee.co.id/shiningbrightofficial,Shining Bright Official Shop,"1,6RB",97% (Hitungan Jam),"287,6RB","4.8 (124,1RB Penilaian)",4 Tahun Lalu,,"Shining Bright Rev Tshirt - BlackDiskon Rp5RBPilih 2, bayar Rp150.000Rp200.000Rp65.0004,4RB",https://shopee.co.id/Shining-Bright-Rev-Tshirt-Black-i.79135142.8432165302?sp_atk=c948745b-40c7-452c-9f67-0c4a444695d5&xptdk=c948745b-40c7-452c-9f67-0c4a444695d5,Shining Bright Rev Tshirt - Black,Diskon Rp5RB,"4,4RB",,"Favorit (2,6RB)"
1669356792-180,https://shopee.co.id/mall/brands/11042849,shikatmiring.id,https://shopee.co.id/shikatmiring.id,Shikat Miring Official Shop,131,86% (Hitungan Jam),"10,9RB","4.6 (2,7RB Penilaian)",5 Tahun Lalu,,Shikat Miring Hoodie Alpha LogoRp180.000540,https://shopee.co.id/Shikat-Miring-Hoodie-Alpha-Logo-i.44503882.1869570441?sp_atk=b07611ac-1571-4d59-baa6-666e91586db4&xptdk=b07611ac-1571-4d59-baa6-666e91586db4,Shikat Miring Hoodie Alpha Logo,,540,,Favorit (319)
1669356793-181,https://shopee.co.id/mall/brands/11042849,sharksclothing,https://shopee.co.id/sharksclothing,Sharks Clothing,765,82% (Hitungan Jam),12RB,4.9 (7RB Penilaian),5 Tahun Lalu,,Sharks - Typo Series tshirt - Hitam [SGB103655000]Rp169.900Rp114.000110,https://shopee.co.id/Sharks-Typo-Series-tshirt-Hitam-SGB103655000--i.52875066.5962444323?sp_atk=737fe3e1-dbf9-4a7a-bdf2-e7ba3bf48ed8&xptdk=737fe3e1-dbf9-4a7a-bdf2-e7ba3bf48ed8,Sharks - Typo Series tshirt - Hitam [SGB103655000],,110,,Favorit (50)
1669356793-182,https://shopee.co.id/mall/brands/11042849,seyes.id,https://shopee.co.id/seyes.id,Seyes Official Shop,572,75% (Hitungan Jam),"24,8RB","4.8 (11,2RB Penilaian)",5 Tahun Lalu,,Crewneck Unisex SEYES 1079 Sweatshirt Sweater Baju Lengan Panjang Pria Babyterry PremiumDiskon Rp2RBRp159.900182,https://shopee.co.id/Crewneck-Unisex-SEYES-1079-Sweatshirt-Sweater-Baju-Lengan-Panjang-Pria-Babyterry-Premium-i.31620766.1931256110?sp_atk=f067c7a9-1d6a-4b24-96f8-f3c558cdcf51&xptdk=f067c7a9-1d6a-4b24-96f8-f3c558cdcf51,Crewneck Unisex SEYES 1079 Sweatshirt Sweater Baju Lengan Panjang Pria Babyterry Premium,Diskon Rp2RB,182, min. belanja Rp40.000,Favorit (201)
1669356793-183,https://shopee.co.id/mall/brands/11042849,seventyfourco.,https://shopee.co.id/seventyfourco.,Seventyfour Official Shop,717,78% (Hitungan Jam),"20,8RB","4.8 (7,3RB Penilaian)",4 Tahun Lalu,,"Seventyfour Chino BlackDiskon Rp20RBPilih 2, bayar Rp470.000Rp355.000421",https://shopee.co.id/Seventyfour-Chino-Black-i.121758550.7701739271?sp_atk=26d60023-0981-4926-9075-466cc5d59bb4&xptdk=26d60023-0981-4926-9075-466cc5d59bb4,Seventyfour Chino Black,Diskon Rp20RB,421,,Favorit (164)
1669356793-184,https://shopee.co.id/mall/brands/11042849,sepiakbelitong,https://shopee.co.id/sepiakbelitong,Sepiak Belitong Official Shop,166,62% (Hitungan Jam),594,4.9 (272 Penilaian),4 Tahun Lalu,,Sepiak Belitong Tunik Motif KerangDiskon 1%Rp215.0001,https://shopee.co.id/Sepiak-Belitong-Tunik-Motif-Kerang-i.94272547.9788598012?sp_atk=3d5b6007-07e8-41c4-9d54-0dea107768e4&xptdk=3d5b6007-07e8-41c4-9d54-0dea107768e4,Sepiak Belitong Tunik Motif Kerang,Diskon 1%,1, min. belanja Rp300.000,Favorit (3)
1669356794-185,https://shopee.co.id/mall/brands/11042849,sekut.co.id,https://shopee.co.id/sekut.co.id,Sekut Official Shop,90,48% (Hitungan Jam),"9,3RB","4.9 (3,6RB Penilaian)",27 Bulan Lalu,,Sekut Wear - Motor Bangor BandanaRp105.00016,https://shopee.co.id/Sekut-Wear-Motor-Bangor-Bandana-i.300504127.11900901420?sp_atk=f72fda49-29f5-4438-8dbd-9bc2a8a710d4&xptdk=f72fda49-29f5-4438-8dbd-9bc2a8a710d4,Sekut Wear - Motor Bangor Bandana,,16,tersisa 9 buah,Favorit (32)
1669356794-186,https://shopee.co.id/mall/brands/11042849,sekabasicsofficial,https://shopee.co.id/sekabasicsofficial,Seka Basics Official Shop,109,100% (Hitungan Menit),"48,3RB","4.8 (27,4RB Penilaian)",15 Bulan Lalu,,Seka Basics - Kaos Polos Jet Black 30sRp150.00010RB+,https://shopee.co.id/Seka-Basics-Kaos-Polos-Jet-Black-30s-i.521965156.10539521556?sp_atk=b13181eb-a1fb-4c18-a986-2fa5472c25b2&xptdk=b13181eb-a1fb-4c18-a986-2fa5472c25b2,Seka Basics - Kaos Polos Jet Black 30s,,10RB+, min. belanja Rp20.000,"Favorit (4,2RB)"
1669356794-187,https://shopee.co.id/mall/brands/11042849,seasoninmotion_21,https://shopee.co.id/seasoninmotion_21,Seasoninmotion Official shop,260,79% (Hitungan Jam),"30,2RB","4.8 (3,4RB Penilaian)",3 Tahun Lalu,,"SEASONINMOTION Tshirt Kaos Pria Long Sleeve CHEST POCKET DJONDiskon Rp2,5RBPilih 2, bayar Rp140.000Rp72.150 - Rp185.000Rp100.00040",https://shopee.co.id/SEASONINMOTION-Tshirt-Kaos-Pria-Long-Sleeve-CHEST-POCKET-DJON-i.162002210.11660126086?sp_atk=4fbd29ac-9238-483c-b24c-cc27b5c1bd87&xptdk=4fbd29ac-9238-483c-b24c-cc27b5c1bd87,SEASONINMOTION Tshirt Kaos Pria Long Sleeve CHEST POCKET DJON,"Diskon Rp2,5RB",40,,Favorit (40)
1669356794-188,https://shopee.co.id/mall/brands/11042849,official.seindonesia,https://shopee.co.id/official.seindonesia,Se-Indonesia Official Shop,36,27% (Hitungan Jam),11%,"1,9RB",4.9 (696 Penilaian),,SEINDONESIA Rok Lilit (Bundling / Satuan)Rp120.000623,https://shopee.co.id/SEINDONESIA-Rok-Lilit-(Bundling-Satuan)-i.234708637.7562249513?sp_atk=6d7c56cf-744b-440c-9722-0dd72c80beba&xptdk=6d7c56cf-744b-440c-9722-0dd72c80beba,SEINDONESIA Rok Lilit (Bundling / Satuan),,623,,"Favorit (1,7RB)"
1669356794-189,https://shopee.co.id/mall/brands/11042849,screamous,https://shopee.co.id/screamous,Screamous Official Shop,"2,3RB",96% (Hitungan Jam),"1,2JT","4.8 (911,5RB Penilaian)",5 Tahun Lalu,,"Screamous Jacket Harrington CLETO BLACKDiskon Rp7,5RBMurah LebayRp201.000 - Rp220.00010RB+",https://shopee.co.id/Screamous-Jacket-Harrington-CLETO-BLACK-i.47422788.7256915852?sp_atk=281c5f54-dbc4-4252-a52d-748c87828f48&xptdk=281c5f54-dbc4-4252-a52d-748c87828f48,Screamous Jacket Harrington CLETO BLACK,"Diskon Rp7,5RB",10RB+, min. belanja Rp20.000,"Favorit (29,2RB)"
1669356794-190,https://shopee.co.id/mall/brands/11042849,scratchlinesupply,https://shopee.co.id/scratchlinesupply,Scratchline Official Shop,98,96% (Hitungan Jam),"32,1RB","4.8 (9,2RB Penilaian)",31 Bulan Lalu,,"Scratchline T-Shirt Existance BlackDiskon Rp5RBKombo HematRp140.0001,3RB",https://shopee.co.id/Scratchline-T-Shirt-Existance-Black-i.243577090.9103026039?sp_atk=ffa48eeb-504f-4bd4-88f6-84e37cf4fa2a&xptdk=ffa48eeb-504f-4bd4-88f6-84e37cf4fa2a,Scratchline T-Shirt Existance Black,Diskon Rp5RB,"1,3RB",,"Favorit (2,9RB)"
1669356794-191,https://shopee.co.id/mall/brands/11042849,scommer.co,https://shopee.co.id/scommer.co,Scommer Official Shop,343,94% (Hitungan Jam),"5,5RB","4.7 (2,9RB Penilaian)",3 Tahun Lalu,,"Scommer T-shirt SCO BORDIR - Black, White, Maroon, Navy, Brown, Yellow, Green Bootle, Green, MustardDiskon Rp2RBPilih 2, bayar Rp170.000Rp88.500 - Rp150.000117",https://shopee.co.id/Scommer-T-shirt-SCO-BORDIR-Black-White-Maroon-Navy-Brown-Yellow-Green-Bootle-Green-Mustard-i.172767210.7371375297?sp_atk=e98f5633-6744-41ca-8d4d-d71dce0dcd27&xptdk=e98f5633-6744-41ca-8d4d-d71dce0dcd27,"Scommer T-shirt SCO BORDIR - Black, White, Maroon, Navy, Brown, Yellow, Green Bootle, Green, Mustard",Diskon Rp2RB,117,,Favorit (21)
1669356795-192,https://shopee.co.id/mall/brands/11042849,schouten,https://shopee.co.id/schouten,Schouten Official Shop,89,97% (Hitungan Jam),"40,5RB","4.8 (22,4RB Penilaian)",6 Tahun Lalu,,"SCHOUTEN Kemeja Pria Sanghai Panjang Linen All VariantDiskon 50%Pilih 2, diskon Rp10.000Rp133.456 - Rp134.5006RB",https://shopee.co.id/SCHOUTEN-Kemeja-Pria-Sanghai-Panjang-Linen-All-Variant-i.7077172.5310618634?sp_atk=22b26638-f031-433d-a293-bcd0c9bebcb5&xptdk=22b26638-f031-433d-a293-bcd0c9bebcb5,SCHOUTEN Kemeja Pria Sanghai Panjang Linen All Variant,Diskon 50%,6RB,,"Favorit (8,9RB)"
