web-scraper-order,web-scraper-start-url,link_toko,link_toko-href,nama_toko,Jml_produk,chat,follower,rating_toko,bergabung,alamat_toko,link_produk,link_produk-href,nama_produk,promo_produk,terjual,gratis_ongkir,favorit
1669361986-394,https://shopee.co.id/mall/brands/11042849,longclawofficial,https://shopee.co.id/longclawofficial,Longclaw Official Shop,30,92% (Hitungan Menit),416,5.0 (43 Penilaian),6 Bulan Lalu,,Longclaw - Sako Wallet HP Water ProofDiskon 90%Rp55.00030,https://shopee.co.id/Longclaw-Sako-Wallet-HP-Water-Proof-i.785360139.21433938813?sp_atk=ad14da47-d387-4cf4-8da5-8fc82c941888&xptdk=ad14da47-d387-4cf4-8da5-8fc82c941888,Longclaw - Sako Wallet HP Water Proof,Diskon 90%,30, min. belanja Rp300.000,Favorit (13)
1669361986-395,https://shopee.co.id/mall/brands/11042849,loisjeans,https://shopee.co.id/loisjeans,Lois Jeans Official Shop,"1,5RB",47% (Hitungan Jam),"91,5RB","4.8 (17,9RB Penilaian)",5 Tahun Lalu,,LOIS JEANS ORIGINAL - Celana Panjang Pria Chinnos Stretch SLS696GRRp274.750 - Rp549.500168,https://shopee.co.id/LOIS-JEANS-ORIGINAL-Celana-Panjang-Pria-Chinnos-Stretch-SLS696GR-i.45232110.6140175252?sp_atk=a5a06a49-35ea-4538-96d9-655ad6c38c13&xptdk=a5a06a49-35ea-4538-96d9-655ad6c38c13,LOIS JEANS ORIGINAL - Celana Panjang Pria Chinnos Stretch SLS696GR,,168,,Favorit (243)
1669361986-396,https://shopee.co.id/mall/brands/11042849,livehaf,https://shopee.co.id/livehaf,LIVEHAF Official Shop,229,100% (Hitungan Jam),"630,7RB","4.8 (354,4RB Penilaian)",4 Tahun Lalu,,LIVEHAF - Every Backpack BlackDiskon Rp5RBKombo HematRp299.99910RB+,https://shopee.co.id/LIVEHAF-Every-Backpack-Black-i.82611378.5069647871?sp_atk=b71feb45-7a64-43f7-a74c-1331084161e6&xptdk=b71feb45-7a64-43f7-a74c-1331084161e6,LIVEHAF - Every Backpack Black,Diskon Rp5RB,10RB+,,"Favorit (86,2RB)"
1669361986-397,https://shopee.co.id/mall/brands/11042849,livefolk.ltd,https://shopee.co.id/livefolk.ltd,LIVEFOLK Official Shop,454,84% (Hitungan Jam),"76,2RB","4.9 (21,8RB Penilaian)",4 Tahun Lalu,,"Livefolk - LS Clay Washed LongsleeveDiskon Rp5RBRp139.860 - Rp158.7605,3RB",https://shopee.co.id/Livefolk-LS-Clay-Washed-Longsleeve-i.130685023.6186559410?sp_atk=1291bbf8-718b-4c34-91a3-664b791270a8&xptdk=1291bbf8-718b-4c34-91a3-664b791270a8,Livefolk - LS Clay Washed Longsleeve,Diskon Rp5RB,"5,3RB", min. belanja Rp300.000,"Favorit (41,3RB)"
1669361987-398,https://shopee.co.id/mall/brands/11042849,linkawe,https://shopee.co.id/linkawe,Linkaweoriginal Official Shop,76,97% (Hitungan Jam),"34,3RB","4.8 (27,8RB Penilaian)",4 Tahun Lalu,,LinkaweOriginal Jaket Hoodie sletting Basic S M L XL XXL XXXL free sticker & gantungan kunci pria dan wanita 1Rp102.600 - Rp112.00010RB+,https://shopee.co.id/LinkaweOriginal-Jaket-Hoodie-sletting-Basic-S-M-L-XL-XXL-XXXL-free-sticker-gantungan-kunci-pria-dan-wanita-1-i.78953428.2277666643?sp_atk=2a541ddb-e3fc-49a8-9005-bf9126b1a902&xptdk=2a541ddb-e3fc-49a8-9005-bf9126b1a902,LinkaweOriginal Jaket Hoodie sletting Basic S M L XL XXL XXXL free sticker & gantungan kunci pria dan wanita 1,,10RB+,,"Favorit (25,6RB)"
1669361987-399,https://shopee.co.id/mall/brands/11042849,linkawe,https://shopee.co.id/linkawe,Linkaweoriginal Official Shop,76,97% (Hitungan Jam),"34,3RB","4.8 (27,8RB Penilaian)",4 Tahun Lalu,,LinkaweOriginal Jaket Hoodie sletting Basic S M L XL XXL XXXL free sticker & gantungan kunci pria dan wanita 1Rp102.600 - Rp112.00010RB+,https://shopee.co.id/LinkaweOriginal-Jaket-Hoodie-sletting-Basic-S-M-L-XL-XXL-XXXL-free-sticker-gantungan-kunci-pria-dan-wanita-1-i.78953428.2277666643?sp_atk=092e2ccb-1a3a-4706-9ec2-88172a725960&xptdk=092e2ccb-1a3a-4706-9ec2-88172a725960,LinkaweOriginal Jaket Hoodie sletting Basic S M L XL XXL XXXL free sticker & gantungan kunci pria dan wanita 1,,10RB+,,"Favorit (25,6RB)"
1669361987-400,https://shopee.co.id/mall/brands/11042849,lian.indonesia,https://shopee.co.id/lian.indonesia,Lian Official Shop,50,97% (Hitungan Jam),3RB,"4.9 (1,9RB Penilaian)",22 Bulan Lalu,,LIAN - Loosey Goosey Loose Cut Long Cargo Pants Olive Green Army RipstopookRp269.000664,https://shopee.co.id/LIAN-Loosey-Goosey-Loose-Cut-Long-Cargo-Pants-Olive-Green-Army-Ripstopook-i.376485039.10810100599?sp_atk=42d968cd-8fef-4e82-a2f8-07e1cb3e707c&xptdk=42d968cd-8fef-4e82-a2f8-07e1cb3e707c,LIAN - Loosey Goosey Loose Cut Long Cargo Pants Olive Green Army Ripstopook,,664,,"Favorit (1,9RB)"
1669361987-401,https://shopee.co.id/mall/brands/11042849,lgs_street,https://shopee.co.id/lgs_street,LGS Street Official Shop,118,72% (Hitungan Jam),"3,7RB",4.9 (1RB Penilaian),13 Bulan Lalu,,LGS Street - Lxxix - Jogger - Streetwear - Hitam - Unisex - SJ.10.P001.005Diskon 10%Rp339.000Rp109.99981,https://shopee.co.id/LGS-Street-Lxxix-Jogger-Streetwear-Hitam-Unisex-SJ.10.P001.005-i.574230915.11066846423?sp_atk=ee2b810a-bca4-4678-99c1-4885d13169ed&xptdk=ee2b810a-bca4-4678-99c1-4885d13169ed,LGS Street - Lxxix - Jogger - Streetwear - Hitam - Unisex - SJ.10.P001.005,Diskon 10%,81, min. belanja Rp20.000,Favorit (160)
1669361987-402,https://shopee.co.id/mall/brands/11042849,lgsgeneration,https://shopee.co.id/lgsgeneration,LGS Official Shop,"2,4RB",100% (Hitungan Jam),17%,82RB,"4.8 (30,9RB Penilaian)",,LGS - Kaos Casual Pria - Warna Putih - Lengan Pendek - LETS.323.M1565F.01.7CDiskon Rp10RBRp274.800397,https://shopee.co.id/LGS-Kaos-Casual-Pria-Warna-Putih-Lengan-Pendek-LETS.323.M1565F.01.7C-i.19909528.4211159031?sp_atk=56dff089-bf4d-4128-b62e-422291cd6e50&xptdk=56dff089-bf4d-4128-b62e-422291cd6e50,LGS - Kaos Casual Pria - Warna Putih - Lengan Pendek - LETS.323.M1565F.01.7C,Diskon Rp10RB,397, min. belanja Rp20.000,Favorit (105)
1669361987-403,https://shopee.co.id/mall/brands/11042849,lgn_shop,https://shopee.co.id/lgn_shop,LGN Official Shop,98,51% (Hitungan Jam),"13,2RB","4.9 (3,9RB Penilaian)",35 Bulan Lalu,,390,https://shopee.co.id/LGN-Buku-Hikayat-Pohon-Ganja-i.213750975.3332721547?sp_atk=f8be1adf-65ab-47dd-8f2b-a47d100bdd23&xptdk=f8be1adf-65ab-47dd-8f2b-a47d100bdd23,,,390,,Favorit (392)
1669361988-404,https://shopee.co.id/mall/brands/11042849,levisofficial,https://shopee.co.id/levisofficial,Levi's Official Store,827,100% (Hitungan Jam),"546,2RB","4.8 (53,8RB Penilaian)",4 Tahun Lalu,,Levi's Graphic Set In Neck Hm Graphic White (17783-0140)Diskon Rp25RBRp299.900447,https://shopee.co.id/Levi's-Graphic-Set-In-Neck-Hm-Graphic-White-(17783-0140)-i.132707782.2152509465?sp_atk=404677f5-00b0-4258-b2ec-b212dac8c01f&xptdk=404677f5-00b0-4258-b2ec-b212dac8c01f,Levi's Graphic Set In Neck Hm Graphic White (17783-0140),Diskon Rp25RB,447, min. belanja Rp40.000,Favorit (784)
1669361988-405,https://shopee.co.id/mall/brands/11042849,legiteamate,https://shopee.co.id/legiteamate,Legiteamate Official Shop,78,100% (Hitungan Jam),126,4.8 (24 Penilaian),12 Bulan Lalu,,Legiteamate Co-ord Colour Block Hoodie Man - Hoodie PriaRp389.0001,https://shopee.co.id/Legiteamate-Co-ord-Colour-Block-Hoodie-Man-Hoodie-Pria-i.615766512.15947845188?sp_atk=2a39d3a4-e606-4a2f-9ce0-045f990191b7&xptdk=2a39d3a4-e606-4a2f-9ce0-045f990191b7,Legiteamate Co-ord Colour Block Hoodie Man - Hoodie Pria,,1,,Favorit (6)
1669361988-406,https://shopee.co.id/mall/brands/11042849,leecooperindo,https://shopee.co.id/leecooperindo,Lee Cooper Official Shop,397,98% (Hitungan Jam),"66,5RB","4.9 (12,4RB Penilaian)",5 Tahun Lalu,,Lee Cooper T-shirt Logo Diamond BlackDiskon Rp5RBRp189.500236,https://shopee.co.id/Lee-Cooper-T-shirt-Logo-Diamond-Black-i.44698829.8096422581?sp_atk=6851d5e5-7ba4-40eb-bdc4-26272c2abf47&xptdk=6851d5e5-7ba4-40eb-bdc4-26272c2abf47,Lee Cooper T-shirt Logo Diamond Black,Diskon Rp5RB,236,"Pengiriman Ke
KOTA MALANG
Ongkos Kirim
Rp2.000 - Rp5.000",Favorit (211)
1669361988-407,https://shopee.co.id/mall/brands/11042849,leafofficialstore,https://shopee.co.id/leafofficialstore,LEAF Store Official Shop,381,98% (Hitungan Jam),"171,2RB","4.8 (44,8RB Penilaian)",4 Tahun Lalu,,"LEAF OG Logo Classic Black T-ShirtCashback 50%Pilih 2, bayar Rp155.000Rp225.0004,2RB",https://shopee.co.id/LEAF-OG-Logo-Classic-Black-T-Shirt-i.139082508.7631536427?sp_atk=05b011bc-f702-4e00-aa2b-916244901fa7&xptdk=05b011bc-f702-4e00-aa2b-916244901fa7,LEAF OG Logo Classic Black T-Shirt,Cashback 50%,"4,2RB",,"Favorit (1,8RB)"
1669361989-408,https://shopee.co.id/mall/brands/11042849,lazyduck_official,https://shopee.co.id/lazyduck_official,LAZYDUCK Official Shop,66,100% (Hitungan Jam),"11,9RB","4.8 (2,1RB Penilaian)",34 Bulan Lalu,,"LAZYDUCK - Bundling Tshirt OversizeCelana Pendek 2Rp260.0001,2RB",https://shopee.co.id/LAZYDUCK-Bundling-Tshirt-OversizeCelana-Pendek-2-i.221780846.13581332211?sp_atk=3efacd0f-1878-48a8-8ba3-5408d4bd0498&xptdk=3efacd0f-1878-48a8-8ba3-5408d4bd0498,LAZYDUCK - Bundling Tshirt OversizeCelana Pendek 2,,"1,2RB",,"Favorit (5,3RB)"
1669361989-409,https://shopee.co.id/mall/brands/11042849,lawlessjakarta,https://shopee.co.id/lawlessjakarta,Lawless Jakarta Official Shop,446,68% (Hitungan Jam),"47,8RB","4.9 (22,4RB Penilaian)",27 Bulan Lalu,,Lawless - Bonded By Beer Ziphoodie - BlackRp509.000Rp188.300153,https://shopee.co.id/Lawless-Bonded-By-Beer-Ziphoodie-Black-i.295071773.10164142216?sp_atk=3bf47432-95ac-43d2-900b-f4f6c59ddc73&xptdk=3bf47432-95ac-43d2-900b-f4f6c59ddc73,Lawless - Bonded By Beer Ziphoodie - Black,,153, min. belanja Rp300.000,Favorit (250)
1669361989-410,https://shopee.co.id/mall/brands/11042849,lawlaka.indonesia,https://shopee.co.id/lawlaka.indonesia,Lawlaka Official Shop,63,66% (Hitungan Jam),"3,6RB",4.9 (602 Penilaian),25 Bulan Lalu,,Lawlaka Kemeja Kasual Ragala NataRp449.000 - Rp479.000281,https://shopee.co.id/Lawlaka-Kemeja-Kasual-Ragala-Nata-i.330327479.5671611256?sp_atk=713ad6f3-00d9-4d9e-8488-1bf1a99cee54&xptdk=713ad6f3-00d9-4d9e-8488-1bf1a99cee54,Lawlaka Kemeja Kasual Ragala Nata,,281,,Favorit (275)
1669361989-411,https://shopee.co.id/mall/brands/11042849,lastkiss.id,https://shopee.co.id/lastkiss.id,LASTKISS Official Shop,122,85% (Hitungan Jam),"166,9RB","4.7 (60,3RB Penilaian)",35 Bulan Lalu,,"Lastkiss T-Shirt Mythology BlackRp150.000Rp203.4006,6RB",https://shopee.co.id/Lastkiss-T-Shirt-Mythology-Black-i.215648269.10666935241?sp_atk=1f22f20a-859e-480f-939f-f1435c3489a7&xptdk=1f22f20a-859e-480f-939f-f1435c3489a7,Lastkiss T-Shirt Mythology Black,,"6,6RB",,"Favorit (5,3RB)"
1669361989-412,https://shopee.co.id/mall/brands/11042849,lastingcloth,https://shopee.co.id/lastingcloth,Lasting Official Shop,350,88% (Hitungan Jam),"113,5RB","4.8 (88,2RB Penilaian)",3 Tahun Lalu,,Lasting T-Shirt Logo Animasi - BlackRp125.00010RB+,https://shopee.co.id/Lasting-T-Shirt-Logo-Animasi-Black-i.175292979.6839835868?sp_atk=cb2afcd0-51ea-40a3-9d4b-b793b5ddd549&xptdk=cb2afcd0-51ea-40a3-9d4b-b793b5ddd549,Lasting T-Shirt Logo Animasi - Black,,10RB+,,"Favorit (4,6RB)"
1669361990-413,https://shopee.co.id/mall/brands/11042849,laskalabatik,https://shopee.co.id/laskalabatik,Laskala Batik Official Shop,439,96% (Hitungan Jam),"86,6RB","4.8 (11,1RB Penilaian)",30 Bulan Lalu,,"Laskala Batik Premium Slimfit Guntur K06A253Diskon Rp25RBKombo HematRp396.000Rp157.0001,6RB",https://shopee.co.id/Laskala-Batik-Premium-Slimfit-Guntur-K06A253-i.272046630.9783087008?sp_atk=7dee0c4a-c947-49f1-a4a2-7fbaee4fdda4&xptdk=7dee0c4a-c947-49f1-a4a2-7fbaee4fdda4,Laskala Batik Premium Slimfit Guntur K06A253,Diskon Rp25RB,"1,6RB",,Favorit (5RB)
1669361990-414,https://shopee.co.id/mall/brands/11042849,larusso_store,https://shopee.co.id/larusso_store,Larusso Official Store,535,79% (Hitungan Jam),"93,5RB","4.8 (16,5RB Penilaian)",5 Tahun Lalu,,"LARUSSO T-Shirt Premium Pocket Tee - NavyCashback 50%Rp189.9001,3RB",https://shopee.co.id/LARUSSO-T-Shirt-Premium-Pocket-Tee-Navy-i.56683013.4484134634?sp_atk=a412c89b-d1ea-4637-8575-1f21bdf57072&xptdk=a412c89b-d1ea-4637-8575-1f21bdf57072,LARUSSO T-Shirt Premium Pocket Tee - Navy,Cashback 50%,"1,3RB",,Favorit (178)
1669361990-415,https://shopee.co.id/mall/brands/11042849,langkyofficial,https://shopee.co.id/langkyofficial,Langky Official Shop,270,99% (Hitungan Jam),"15,7RB","4.8 (6,4RB Penilaian)",34 Bulan Lalu,,Tas Selempang Distro Tas Slingbag Langky GIWO MN E.FornituraDiskon 80%Rp130.000165,https://shopee.co.id/Tas-Selempang-Distro-Tas-Slingbag-Langky-GIWO-MN-E.Fornitura-i.223495194.4244897442?sp_atk=22f69cb1-d1c5-49e7-ae3c-293db12e713a&xptdk=22f69cb1-d1c5-49e7-ae3c-293db12e713a,Tas Selempang Distro Tas Slingbag Langky GIWO MN E.Fornitura,Diskon 80%,165, min. belanja Rp20.000,Favorit (100)
1669362516-416,https://shopee.co.id/mall/brands/11042849,kybost,https://shopee.co.id/kybost,Kybost Official Shop,105,64% (Hitungan Jam),"13,1RB",4.7 (429 Penilaian),25 Bulan Lalu,,KYBOST VERTUCCI Kemeja Batik Pria Katun Premium Lengan Panjang Slimfit BTK019Rp289.000Rp138.720106,https://shopee.co.id/KYBOST-VERTUCCI-Kemeja-Batik-Pria-Katun-Premium-Lengan-Panjang-Slimfit-BTK019-i.333308809.13193447992?sp_atk=1653228c-341b-4b68-bacb-c6d4816b205a&xptdk=1653228c-341b-4b68-bacb-c6d4816b205a,KYBOST VERTUCCI Kemeja Batik Pria Katun Premium Lengan Panjang Slimfit BTK019,,106,,Favorit (137)
1669362517-417,https://shopee.co.id/mall/brands/11042849,kypoo_official_shop,https://shopee.co.id/kypoo_official_shop,Ky-poo Official Shop,63,85% (Hitungan Jam),145,4.9 (231 Penilaian),4 Bulan Lalu,,Kypoo Kaos Kancing Lengan Panjang Polos / Kaos Henley / Kaos Kancing Mandarin / Maos Polos / Kaos Pria / Kaos DistroRp35.890 - Rp71.89018,https://shopee.co.id/Kypoo-Kaos-Kancing-Lengan-Panjang-Polos-Kaos-Henley-Kaos-Kancing-Mandarin-Maos-Polos-Kaos-Pria-Kaos-Distro-i.826429158.20852187071?sp_atk=b852e891-93a2-4c12-8dfc-f0c1e56d8fa7&xptdk=b852e891-93a2-4c12-8dfc-f0c1e56d8fa7,Kypoo Kaos Kancing Lengan Panjang Polos / Kaos Henley / Kaos Kancing Mandarin / Maos Polos / Kaos Pria / Kaos Distro,,18,,Favorit (20)
1669362517-418,https://shopee.co.id/mall/brands/11042849,kwitan,https://shopee.co.id/kwitan,Kwitan Official Shop,47,91% (Hitungan Jam),"1,7RB",4.9 (243 Penilaian),30 Bulan Lalu,,KWITAN Kaos Lengan Panjang CircaDiskon Rp6RBRp180.0002,https://shopee.co.id/KWITAN-Kaos-Lengan-Panjang-Circa-i.267440986.3791187787?sp_atk=bd6fec44-81fb-4be1-9b24-91211462d3a7&xptdk=bd6fec44-81fb-4be1-9b24-91211462d3a7,KWITAN Kaos Lengan Panjang Circa,Diskon Rp6RB,2, min. belanja Rp20.000,Favorit (2)
1669362518-419,https://shopee.co.id/mall/brands/11042849,kutalines,https://shopee.co.id/kutalines,Kuta Lines Official Shop,103,79% (Hitungan Jam),692,4.9 (265 Penilaian),23 Bulan Lalu,,Kuta Lines - Lock Block Tee - Big Men Fit T Shirt - L-4XLRp279.000 - Rp299.0007,https://shopee.co.id/Kuta-Lines-Lock-Block-Tee-Big-Men-Fit-T-Shirt-L-4XL-i.357167556.8727823238?sp_atk=b28969f9-9eeb-418a-88ca-2a64848541a1&xptdk=b28969f9-9eeb-418a-88ca-2a64848541a1,Kuta Lines - Lock Block Tee - Big Men Fit T Shirt - L-4XL,,7,,Favorit (1)
1669362518-420,https://shopee.co.id/mall/brands/11042849,kremlinofficialstore,https://shopee.co.id/kremlinofficialstore,Kremlin Official Shop,181,99% (Hitungan Jam),"111,6RB","4.9 (53,7RB Penilaian)",31 Bulan Lalu,,"Kremlin T-shirt Anime Rumble - Monkey D. LuffyRp150.0003,8RB",https://shopee.co.id/Kremlin-T-shirt-Anime-Rumble-Monkey-D.-Luffy-i.252712864.9378883000?sp_atk=b1b0bea5-9bc0-4138-8a16-f35afb2a1158&xptdk=b1b0bea5-9bc0-4138-8a16-f35afb2a1158,Kremlin T-shirt Anime Rumble - Monkey D. Luffy,,"3,8RB",,"Favorit (4,9RB)"
1669362519-421,https://shopee.co.id/mall/brands/11042849,krall.id,https://shopee.co.id/krall.id,KRALL Official Shop,2,75% (Hitungan Jam),"2,5RB",5.0 (177 Penilaian),22 Bulan Lalu,,KRALL SCRAWL Hoodie PulloverRp599.00056,https://shopee.co.id/KRALL-SCRAWL-Hoodie-Pullover-i.385421377.9514895942?sp_atk=3b637a98-9aa5-466d-9585-a4afe8968e51&xptdk=3b637a98-9aa5-466d-9585-a4afe8968e51,KRALL SCRAWL Hoodie Pullover,,56,,Favorit (228)
1669362519-422,https://shopee.co.id/mall/brands/11042849,kpmapparel,https://shopee.co.id/kpmapparel,KPM APPAREL Official Shop,50,93% (Hitungan Jam),480,4.9 (838 Penilaian),13 Bulan Lalu,,KPM APPAREL Classic Premium Kaos Polos Lengan Pendek Pria dan Wanita Size Dewasa Part 1 Combed 20sRp82.000187,https://shopee.co.id/KPM-APPAREL-Classic-Premium-Kaos-Polos-Lengan-Pendek-Pria-dan-Wanita-Size-Dewasa-Part-1-Combed-20s-i.566599220.13636748443?sp_atk=707bb1ce-61e3-4c56-bd62-fd47e0c94b9e&xptdk=707bb1ce-61e3-4c56-bd62-fd47e0c94b9e,KPM APPAREL Classic Premium Kaos Polos Lengan Pendek Pria dan Wanita Size Dewasa Part 1 Combed 20s,,187,,Favorit (324)
1669362519-423,https://shopee.co.id/mall/brands/11042849,kozeofficial,https://shopee.co.id/kozeofficial,Koze Official Shop,99,100% (Hitungan Menit),"18,7RB","4.9 (12,7RB Penilaian)",5 Tahun Lalu,,"6,1RB",https://shopee.co.id/KOZE-Premium-Comfort-Black-T-shirt-Kaos-Polos-Hitam-i.56709029.976814678?sp_atk=bb918fcf-5833-40ab-804e-10b4f6530803&xptdk=bb918fcf-5833-40ab-804e-10b4f6530803,,,"6,1RB",,Favorit (2RB)
1669362519-424,https://shopee.co.id/mall/brands/11042849,korzcollection,https://shopee.co.id/korzcollection,BLUEBUTTON,371,94% (Hitungan Jam),"74,3RB","4.8 (44,7RB Penilaian)",4 Tahun Lalu,,BlueButton Smart Chino Ankle Pants Kekinian SLIM FIT Stretch Magic Waist Celana Panjang Pria Casual Formal KerjaRp188.000 - Rp199.900Rp79.90010RB+,https://shopee.co.id/BlueButton-Smart-Chino-Ankle-Pants-Kekinian-SLIM-FIT-Stretch-Magic-Waist-Celana-Panjang-Pria-Casual-Formal-Kerja-i.86928717.3106480738?sp_atk=6fc027e6-9a32-4771-9103-87fda8d75c3a&xptdk=6fc027e6-9a32-4771-9103-87fda8d75c3a,BlueButton Smart Chino Ankle Pants Kekinian SLIM FIT Stretch Magic Waist Celana Panjang Pria Casual Formal Kerja,,10RB+,,"Favorit (22,6RB)"
1669362519-425,https://shopee.co.id/mall/brands/11042849,knurdclub,https://shopee.co.id/knurdclub,KNURD Official Shop,17,20% (Hitungan Jam),700,4.9 (333 Penilaian),18 Bulan Lalu,,Knurd Club Fleece ShortsRp220.00033,https://shopee.co.id/Knurd-Club-Fleece-Shorts-i.446512514.10714033184?sp_atk=e2085d9e-9343-4226-aa2e-083693c22700&xptdk=e2085d9e-9343-4226-aa2e-083693c22700,Knurd Club Fleece Shorts,,33,,Favorit (23)
1669362520-426,https://shopee.co.id/mall/brands/11042849,klf_official,https://shopee.co.id/klf_official,KLF Official Shop,81,81% (Hitungan Jam),"8,4RB",5.0 (121 Penilaian),11 Bulan Lalu,,KLF Coach Jacket Oversize Brother Black UnisexRp429.000Rp449.0007,https://shopee.co.id/KLF-Coach-Jacket-Oversize-Brother-Black-Unisex-i.646473307.17706944650?sp_atk=32894bfc-e345-45e7-92c9-b5bc6888dae9&xptdk=32894bfc-e345-45e7-92c9-b5bc6888dae9,KLF Coach Jacket Oversize Brother Black Unisex,,7,,Favorit (3)
1669362520-427,https://shopee.co.id/mall/brands/11042849,kizaruworld,https://shopee.co.id/kizaruworld,Kizaru World Official Shop,520,99% (Hitungan Jam),"201,8RB","4.9 (116,2RB Penilaian)",5 Tahun Lalu,,KIZARU - Tali Masker / Lanyard Mask / Strap Masker PremiumRp15.00010RB+,https://shopee.co.id/KIZARU-Tali-Masker-Lanyard-Mask-Strap-Masker-Premium-i.39101004.8103672234?sp_atk=49be4832-7072-430a-be7e-0ca0a0b1aedd&xptdk=49be4832-7072-430a-be7e-0ca0a0b1aedd,KIZARU - Tali Masker / Lanyard Mask / Strap Masker Premium,,10RB+,,"Favorit (6,9RB)"
1669362520-428,https://shopee.co.id/mall/brands/11042849,killmybunny,https://shopee.co.id/killmybunny,KILLMYBUNNY Official Shop,180,91% (Hitungan Jam),9RB,"4.8 (2,5RB Penilaian)",4 Tahun Lalu,,Killmybunny Kaos | Tshirt Bunny HangingRp180.000Rp47.000298,https://shopee.co.id/Killmybunny-Kaos-Tshirt-Bunny-Hanging-i.101755532.5533896290?sp_atk=d444313a-ccac-487c-a46e-ca0b560770cb&xptdk=d444313a-ccac-487c-a46e-ca0b560770cb,Killmybunny Kaos | Tshirt Bunny Hanging,,298,,Favorit (206)
1669362520-429,https://shopee.co.id/mall/brands/11042849,kiko.ina,https://shopee.co.id/kiko.ina,KIKOINA Official Shop,102,97% (Hitungan Jam),"99,8RB","4.7 (53,4RB Penilaian)",4 Tahun Lalu,,"Kiko Ina scott chino pantsDiskon Rp16RBPilih 2, diskon Rp5.000Rp139.0005,2RB",https://shopee.co.id/Kiko-Ina-scott-chino-pants-i.84538047.8027213531?sp_atk=47a35273-e071-481a-b846-9888493e7ff8&xptdk=47a35273-e071-481a-b846-9888493e7ff8,Kiko Ina scott chino pants,Diskon Rp16RB,"5,2RB",,"Favorit (5,8RB)"
1669362521-430,https://shopee.co.id/mall/brands/11042849,kiddrockclothingofficial,https://shopee.co.id/kiddrockclothingofficial,Kiddrock Official Shop,171,68% (Hitungan Jam),1RB,4.9 (185 Penilaian),3 Bulan Lalu,,Kiddrock - Blazer Kanvas KiddrockRp215.00022,https://shopee.co.id/Kiddrock-Blazer-Kanvas-Kiddrock-i.858663600.20254665439?sp_atk=2223ce81-5c1e-4dcf-941d-faaf030b0b88&xptdk=2223ce81-5c1e-4dcf-941d-faaf030b0b88,Kiddrock - Blazer Kanvas Kiddrock,,22,,Favorit (10)
1669362521-431,https://shopee.co.id/mall/brands/11042849,kickoutapparel,https://shopee.co.id/kickoutapparel,Kickout Apparel Official Shop,310,75% (Hitungan Jam),"66,5RB","4.7 (16,9RB Penilaian)",5 Tahun Lalu,,Kickout - Sacoche Bag Creamlin - Tas Selempang - Murah BerkualitasRp120.000284,https://shopee.co.id/Kickout-Sacoche-Bag-Creamlin-Tas-Selempang-Murah-Berkualitas-i.66480833.8810972041?sp_atk=de77500b-4f68-4d07-933a-9d2df7d96bac&xptdk=de77500b-4f68-4d07-933a-9d2df7d96bac,Kickout - Sacoche Bag Creamlin - Tas Selempang - Murah Berkualitas,,284,tersisa 127 buah,Favorit (379)
1669362521-432,https://shopee.co.id/mall/brands/11042849,kickchickcloth,https://shopee.co.id/kickchickcloth,Kickchickcloth Official Shop,416,92% (Hitungan Jam),"229,8RB","4.8 (119,6RB Penilaian)",5 Tahun Lalu,,"Kickchick Tas Selempang Slingbag | Coca Series | Black Yellow Green Red Green ArmyDiskon Rp2,5RBPilih 2, diskon Rp2.000Rp65.000 - Rp180.00010RB+",https://shopee.co.id/Kickchick-Tas-Selempang-Slingbag-Coca-Series-Black-Yellow-Green-Red-Green-Army-i.23673215.3462518773?sp_atk=94aca7f0-326d-4ae1-a5a7-407a1ea86379&xptdk=94aca7f0-326d-4ae1-a5a7-407a1ea86379,Kickchick Tas Selempang Slingbag | Coca Series | Black Yellow Green Red Green Army,"Diskon Rp2,5RB",10RB+,,"Favorit (5,2RB)"
1669362521-433,https://shopee.co.id/mall/brands/11042849,kickdenimstore,https://shopee.co.id/kickdenimstore,Kick Denim Pimp Your Pants Official Shop,232,88% (Hitungan Jam),"25,1RB",4.9 (5RB Penilaian),23 Bulan Lalu,,Kick Denim - Long Tshirt Hiden TypoRp160.000111,https://shopee.co.id/Kick-Denim-Long-Tshirt-Hiden-Typo-i.361943168.10961183539?sp_atk=3af632c6-fd03-474e-af65-8f956ffb9377&xptdk=3af632c6-fd03-474e-af65-8f956ffb9377,Kick Denim - Long Tshirt Hiden Typo,,111,,Favorit (64)
1669362521-434,https://shopee.co.id/mall/brands/11042849,kickchickcloth,https://shopee.co.id/kickchickcloth,Kickchickcloth Official Shop,416,92% (Hitungan Jam),"229,8RB","4.8 (119,6RB Penilaian)",5 Tahun Lalu,,"Kickchick Tas Selempang Slingbag | Coca Series | Black Yellow Green Red Green ArmyDiskon Rp2,5RBPilih 2, diskon Rp2.000Rp65.000 - Rp180.00010RB+",https://shopee.co.id/Kickchick-Tas-Selempang-Slingbag-Coca-Series-Black-Yellow-Green-Red-Green-Army-i.23673215.3462518773?sp_atk=0bd722c8-88fb-4a8d-b0ce-47714610d9cd&xptdk=0bd722c8-88fb-4a8d-b0ce-47714610d9cd,Kickchick Tas Selempang Slingbag | Coca Series | Black Yellow Green Red Green Army,"Diskon Rp2,5RB",10RB+,,"Favorit (5,2RB)"
